번호,등록번호,서명,저자,서명권차,총서명,저자기호,별치기호,분류기호,청구권차,복본기호,ISBN,딸림자료,출판사,출판년도,발행지,페이지,크기,가격,등록일
1071,LHCGSL01071,(우석훈 선대인의) 누나를 위한 경제,우석훈 ...등지음.,,나는 꼽사리다,나197,,320.4,,,9788994973098,,참언론 시사in북,2013,서울:,344p.:,21cm.,\13000,구매
1072,LHCGSL01072,"점,  선,  면 다음은 마음  : 사물에 깃든 당신에 관하여",이현호,,,이94ㅈ,,814.7,,,9791197535154,,도마뱀(도마뱀출판사),2023,서울:,179 p.:,20 cm,\14000,구매
1073,LHCGSL01073,작가 피정  : 경계와 소란 속에 머물다,노시내 지음,,"온 시리즈 =,On",온58,,818,,,9791190853392,,마티,2023,서울:,342 p.:,23 cm,\19000,구매
1074,LHCGSL01074,옹알옹알 꽃들이 말을 걸고  : 김명옥 시집,김명옥,,사이펀 현대시인선,사68,,811.7,14,,9791156062011,,작가마을,2022,부산:,137 p.:,21 cm,\10000,구매
1075,LHCGSL01075,고향은 여전합디까  : 박성규 시조집,"박성규,그린이: 주승인",,,박54ㄱ,,811.36,,,9791191526080,,가꿈,2023,서울:,119 p.:,20 cm,\12000,구매
1076,LHCGSL01076,그림으로 생각하는 인생 디자인  : 나를 찾아가는 마법의 종이 한 장!,김현곤 지음,,,김94ㄱ,,199.1,,,9791156028208,,행복에너지,2020,서울:,220 p.:,21 cm,\13000,구매
1077,LHCGSL01077,너를 희망한다,김용옥 지음,,,김65ㄴ,,811.7,,,9791139204780,,지식과감성#,2022,서울:,94 p.:,21 cm,\11000,구매
1078,LHCGSL01078,초록별 가슴에 품고  : 강춘 수필집,강춘,,,강85ㅊ,,814.7,,,9791139204193,,지식과감성#,2022,서울:,278 p.:,21 cm,\12000,구매
1079,LHCGSL01079,"온 더 키보드  = ,On the keyboard",설경,,,설14ㅇ,,818,,,9791197765209,,캡스톤,2022,울산:,269 p.:,19 cm,\14000,구매
1080,LHCGSL01080,사랑에 빠진 재키,"아이하라 히로유키, 아다치 나미, 이선아",,(The) bears' school,베64,아,833,3,,9788939536197,,꿈꾸는 달팽이 :대교,2014,서울:,38 p.:,23 x 26 cm,\9000,구매
1081,LHCGSL01081,코비의 따뜻한 겨울,"김복희 글,이혜영 그림",,반짝반짝 생각 그림책,반72,아,813.8,,,9788939527973,,대교출판,2015,서울:,24 p.:,29 cm,\9500,구매
1082,LHCGSL01082,파란 돌,"지미,옮긴이: 심봉희",,구름송이 생각 그림책,구297,아,823.7,1,,,,대교출판,2009,서울:,137 p.:,25 cm,\9800,구매
1083,LHCGSL01083,비 오는 날 청개구리  : 윤규창 성장소설,윤규창,,,윤16ㅂ,,813.7,,,9791158582814,,밥북,2017,서울:,372 p.:,23 cm,\12000,구매
1084,LHCGSL01084,박치기왕과 울기대장,"고정욱 글,장선환 그림",,눈높이 책꽂이,눈195,아,813.8,22,,,,대교,2011,서울:,127p.:,24cm,\8500,구매
1085,LHCGSL01085,슬기로운 대처법  : 10년 차 베테랑 변호사가 일반인의 시선으로 풀어낸 법률실용서,강진석 지음,,,강78ㅅ,,360,,,9791139203844,,지식과감성#,2022,서울:,140 p.:,21 cm,\13000,구매
1086,LHCGSL01086,(The) chorus  : 초등학교 합창단 운영 멘토링,정은영 지음,,,정67ㅊ,,375.467,,,9791165522711,,지식과감성#,2020,서울:,176 p.:,23 cm,\12000,구매
1087,LHCGSL01087,마음속에 코끼리가 산다  : 왜 사랑의 아픔도 겪어 볼 만하다고 하는 걸까?,"루시아 자몰로 글·그림,김영진 옮김",,다정다감 생활책,다74,,199,2,,9788901274270,,웅진주니어 :웅진씽크빅,2023,파주:,121 p.:,23 cm,\14000,구매
1088,LHCGSL01088,무엇으로부터 위로받으세요?,장동원 지음,,,장25ㅁ,,818,,,9791162142769,,부크럼,2019,서울:,235 p.:,20 cm,\14500,구매
1089,LHCGSL01089,그립다는 말보다  : 이정화 시집,이정화,,한결시집,한14,,811.7,013,,9788992044523,,한결,2022,춘천:,143 p.:,20 cm,\10000,구매
1090,LHCGSL01090,흐르는 물  : 시로 열고 산문으로 쓰다,이도연 지음,,,이25ㅎ,,814.7,,,9791164870929,,한비,2022,대구:,393 p.:,23 cm,\20000,구매
1091,LHCGSL01091,그해 여름은 모노톤으로  : 김비주 시집,김비주,,상상인 시인선,상52,,811.7,019,,9791191085686,,상상인,2022,서울:,126 p.:,21 cm,\10000,구매
1092,LHCGSL01092,은행잎 편지와 밤비 라디오  : 이응인 시집,글쓴이: 이응인,,단비 청소년 문학 42.195,단48,,811.6,37,,9791163500650,,단비,2022,고양:,109 p.:,20 cm,\11000,구매
1093,LHCGSL01093,오후 네 시의 그라나다  : 김해경 시집,김해경,,달아실기획시집,달62,,811.7,22,,9791191668551,,달아실(달아실출판사),2022,춘천:,109 p.:,20 cm,\10000,구매
1094,LHCGSL01094,삶은 점 선 면이다  : 김형균 삶문집,김형균,,,김94ㅅ,,818,,,9791192557465,,신아출판사,2022,전주:,223 p.:,21 cm,\13000,구매
1095,LHCGSL01095,기산리 개울물 소리  : 안기풍 시집,안기풍,,,안18ㄱ,,811.7,,,9791165120702,,북인,2023,서울:,148 p.:,22 cm,\13000,구매
1096,LHCGSL01096,그늘마저 나간 집으로 갔다,고선주,,걷는사람 시인선,걷197,,811.7,76,,9791192333571,,걷는사람,2023,서울:,147 p.:,20 cm,\12000,구매
1097,LHCGSL01097,하루에도 몇 번씩 썼다 지우는  : 정훈교 산문집,정훈교,,,정96ㅎ,,818,,,9791190310130,,시인보호구역,2022,대구:,188 p.:,20 cm,\12000,구매
1098,LHCGSL01098,하트의 탄생 : 정이현 소설,"정이현 지음,불키드 그림",,소설의 첫 만남,소54,,813.7,25,,9788936431037,,창비,2021,파주:,81 p.:,19 cm,\10000,구매
1099,LHCGSL01099,나의 쁄라  : 서유진 소설집,서유진,,,서66ㄴ,,813.7,,,9791161151793,,문예바다,2022,서울:,335 p.:,22 cm,\13000,구매
1100,LHCGSL01100,외로움이란,윤민근 지음,,,윤38ㅇ,,811.7,,,9791139207293,,지식과감성#,2022,서울:,130 p.:,21 cm,\12000,구매
1101,LHCGSL01101,가난을 엄벌하다,"로익 바캉 지음,류재화 옮김",,,로68ㄱ,,334.21,,,9788996268840,,사서in북,2010,서울:,239p.:,23cm,\12000,구매
1102,LHCGSL01102,소리 공책의 비밀  : 임실 필봉 농악 이야기,"윤미숙, 박지훈",,,윤38ㅅ,아,813.7,,,9788939538481,,대교,2015,서울:,179 p.:,23 cm,\9500,구매
1103,LHCGSL01103,"그분,  예수",에스더 E.김 지음,,,에57ㄱ,,811.7,,,9791159612329,,지식과감성#,2016,서울:,130 p.:,21 cm,\12000,구매
1104,LHCGSL01104,어떤 의식에 대한 성찰,윤인구 지음,,,윤68ㅇ,,811.7,,,9791139204681,,지식과감성#,2022,서울:,100 p.:,21 cm,\8000,구매
1105,LHCGSL01105,어느 날 누구에게나 찾아온 행복  : 나은숙 시집,나은숙,,,나67ㅇ,,811.7,,,9791139204292,,지식과감성#,2022,서울:,129 p.:,21 cm,\12000,구매
1106,LHCGSL01106,생명의 시작,"황신영, 이국현,이선미,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,1,,9788954037549,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1107,LHCGSL01107,식물의 분류,"황신영, 이국현,박종배,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,2,,9788954037556,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1108,LHCGSL01108,식물의 구조와 기능,"황신영, 이국현,김윤희,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,3,,9788954037563,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1109,LHCGSL01109,동물의 분류,"박해철, 이국현,최병옥,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,4,,9788954037570,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1110,LHCGSL01110,소화와 순환,"임숙영, 이국현,진태수,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,5,,9788954037587,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1111,LHCGSL01111,호흡과 배설,"임숙영, 이국현,이혁,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,6,,9788954037594,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1112,LHCGSL01112,자극과 반응,"임숙영, 이국현,장동수,이지원,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,7,,9788954037600,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1113,LHCGSL01113,미생물의 세계,"김순성, 이국현,정순임,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,8,,9788954037617,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1114,LHCGSL01114,생식과 발생,"김순성, 이국현,김홍열,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,9,,9788954037624,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1115,LHCGSL01115,유전과 진화,"이민화, 이국현,이상훈,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,10,,9788954037631,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1116,LHCGSL01116,생태계와 환경 오염,"황신영, 이국현,박종배,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,11,,9788954037648,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1117,LHCGSL01117,지구의 역사,"손영운, 이국현,안병현,함서정,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,12,,9788954037655,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1118,LHCGSL01118,지구의 구조와 성분,"손영운, 이국현,김동수,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,13,,9788954037662,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1119,LHCGSL01119,지표의 변화,"손영운, 이국현,오현균,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,14,,9788954037679,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1120,LHCGSL01120,화산과 지진,"손영운, 이국현,정인성,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,15,,9788954037686,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1121,LHCGSL01121,지층과 화석,"손영운, 이국현,허용기,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,16,,9788954037693,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1122,LHCGSL01122,바다,"손영운, 이국현,심현경,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,17,,9788954037709,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1123,LHCGSL01123,날씨와 기후,"손영운, 이국현,서은정,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,18,,9788954037716,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1124,LHCGSL01124,물의 순환,"정창훈, 이국현,정병수,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,19,,9788954037723,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1125,LHCGSL01125,지구와 달,"정창훈, 이국현,허용기,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,20,,9788954037730,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1126,LHCGSL01126,태양계,"정창훈, 이국현,안병현,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,21,,9788954037747,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1127,LHCGSL01127,별과 우주,"정창훈, 이국현,홍정민,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,22,,9788954037754,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1128,LHCGSL01128,물질의 특성,"정창훈, 이국현,국설희,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,23,,9788954037761,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1129,LHCGSL01129,물질의 상태,"정창훈, 이국현,연정훈,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,24,,9788954037778,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1130,LHCGSL01130,물질의 변화,"정창훈, 이국현,김명곤,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,25,,9788954037785,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1131,LHCGSL01131,용액의 성질,"임수현, 이국현,장연주,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,26,,9788954037792,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1132,LHCGSL01132,산과 염기,"임수현, 이국현,김은정,이창준,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,27,,9788954037808,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1133,LHCGSL01133,혼합물의 분리,"임수현, 이국현,연정훈,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,28,,9788954037815,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1134,LHCGSL01134,힘과 작용,"송은영, 이국현,이윤선,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,29,,9788954037822,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1135,LHCGSL01135,운동과 에너지,"송은영, 이국현,이수인,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,30,,9788954037839,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1136,LHCGSL01136,온도와 열,"송은영, 이국현,임영란,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,31,,9788954037846,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1137,LHCGSL01137,파동과 소리,"송은영, 이국현,김정원,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,32,,9788954037853,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1138,LHCGSL01138,빛의 성질,"정창훈, 이국현,홍원표,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,33,,9788954037860,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1139,LHCGSL01139,자석과 자기장,"송은영, 이국현,임은정,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,34,,9788954037877,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1140,LHCGSL01140,전기,"송은영, 이국현,노인경,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,35,,9788954037884,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1141,LHCGSL01141,생명 공학,"황신영, 이국현,홍시영,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,36,,9788954037891,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1142,LHCGSL01142,첨단 과학,"송은영, 이국현,안병현,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,37,,9788954037907,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1143,LHCGSL01143,대체 에너지,"송은영, 이국현,홍원표,이원희",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,38,,9788954037914,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1144,LHCGSL01144,"ㄱㄴㄷ,  과학 개념 134","황신영, 홍원표",,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,39,,9788954037921,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1145,LHCGSL01145,"찰칵찰칵,  테마 원리 과학",이연희,,(한눈에 보는 과학 세상) 원리 과학 School,원298,아,400,40,,9788954037938,,대교,2010,서울:,48 p.:,30 cm,\11000,구매
1146,LHCGSL01146,이가 빠졌어요,"우에하라 스스무 글,요네모토 구미코 그림,김윤정 옮김",,개똥벌레 과학그림책,개25,아,408,1,,8954008933,,대교,2006,서울:,28p.:,26cm,\9000,구매
1147,LHCGSL01147,아기개미 찌루의 심부름,"야마오카 료헤이 글,이시베 도라지 그림,김윤정 옮김",,개똥벌레 과학그림책,개25,아,408,2,,8954008941,,대교네트워크,2005,서울:,1책.:,26cm,\7500,구매
1148,LHCGSL01148,무지개,"사쿠라이 준지 글,이세 히데코 그림,김윤정 옮김",,개똥벌레 과학그림책,개25,아,408,3,,895400895X,,대교,2004,서울:,28p.:,26cm,\7500,구매
1149,LHCGSL01149,귀 이야기,"시타라 데츠야 글,후루카와 다쿠 그림,김윤정 옮김",,개똥벌레 과학그림책,개25,아,408,4,,8954008968,,대교네트워크,2005,서울:,27p.:,26cm,\7500,구매
1150,LHCGSL01150,벌레들의 작전,"미야타케 요리오 글,도쿠다 유키히사 그림,김윤정 옮김",,개똥벌레 과학그림책,개25,아,408,5,,8954008976,,대교,2006,서울:,28p.:,26cm,\9000,구매
1151,LHCGSL01151,하늘에 끝이 있을까?,"사지 하루오 ,이자와 요지 ,김윤정 옮김",,개똥벌레 과학그림책,개25,아,408,6,,8954008984,,대교네트워크,2007,서울:,29p.:,26cm,\9000,구매
1152,LHCGSL01152,꽃잎은 몇장?,"기시다 에리코 글,후루야 가즈호 그림,김윤정 옮김",,개똥벌레 과학그림책,개25,아,408,7,,8954008992,,대교네트워크,2005,서울:,28p.:,26cm,\7500,구매
1153,LHCGSL01153,집게의 집찾기,"이마후쿠 미치오 ,가나오 게이코 ,김윤정 옮김",,개똥벌레 과학그림책,개25,아,408,8,,895400900X,,대교네트워크,2007,서울:,29p.:,26cm,\9000,구매
1154,LHCGSL01154,나의 눈 너의 눈,"호리우치 세이이치 글.그림,김윤정 옮김",,개똥벌레 과학그림책,개25,아,408,9,,8954009018,,대교,2004,서울:,28p.:,26cm,\7500,구매
1155,LHCGSL01155,바람개비 나라,"모모키 이치로 ,나가타 도모코 ,김윤정 옮김",,개똥벌레 과학그림책,개25,아,408,10,,8954009026,,대교네트워크,2007,서울:,29p.:,26cm,\9000,구매
1156,LHCGSL01156,뼈가 쑥쑥 키가 쑥쑥,"소년사진신문사 글,오쿠보 도모히로 그림,류화선 옮김",,"(주제로 만나는) 생각똑똑 과학그림책,관찰,나",생12,아,408,1,,9788954065757,,대교,2018,서울:,32 p.:,19 x 27 cm,\9500,구매
1157,LHCGSL01157,그림자는 흉내쟁이,"나카가와 마사후미 글,호리우치 세이치 그림,전희정 옮김",,"(주제로 만나는) 생각똑똑 과학그림책,관찰,가족",생12,아,408,2,,9788954065764,,대교,2018,서울:,24 p.:,26 cm,\9500,구매
1158,LHCGSL01158,(하하하) 튼튼한 이,"가코 사토시 글·그림,전희정 옮김",,"(주제로 만나는) 생각똑똑 과학그림책,관찰,학교",생12,아,408,3,,9788954065771,,대교,2018,서울:,24 p.:,26 cm,\9500,구매
1159,LHCGSL01159,(똥 박사님의) 동물 똥 연구소,"야마와키 교 글,하타 고시로 그림,김정화 옮김",,"(주제로 만나는) 생각똑똑 과학그림책,관찰,계절",생12,아,408,4,,9788954065788,,대교,2018,서울:,32 p.:,27 cm,\9500,구매
1160,LHCGSL01160,씨앗들의 작전,"이나가키 히데히로 글,이마키 미치 그림,전희정 옮김",,"(주제로 만나는) 생각똑똑 과학그림책,관찰,계절",생12,아,408,5,,9788954065795,,대교,2018,서울:,28 p.:,25 cm,\9500,구매
1161,LHCGSL01161,"찾았다,  북두칠성!","후지에다 미오코 글,쓰지무라 마스로 그림,전희정 옮김",,"(주제로 만나는) 생각똑똑 과학그림책,관찰,계절",생12,아,408,6,,9788954065801,,대교,2018,서울:,23 p.:,26 cm,\9500,구매
1162,LHCGSL01162,숲 속 숨바꼭질,"헨리 콜 글·그림,황지영 옮김",,"(주제로 만나는) 생각똑똑 과학그림책.,관찰",생12,아,408,7,,9788954065818,,Daekyo(대교),2015,서울:,28 p. (일부접지):,24 x 24 cm,\9500,구매
